"Vaccine/Exemption","Dose","Geography Type","Geography","School Year","Estimate (%)","Population Size","Percent Surveyed","Footnotes","Number of Exemptions","Survey Type","Not_required"
"DTP, DTaP, or DT",NA,"States","New Mexico","2019-20",96.7,23087,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","New Mexico","2017-18",94.9,26896,99.6,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","1 Dose (unknown disease history)","States","New Mexico","2020-21",NA,20589,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","New Mexico","2019-20",NA,23087,100,"*",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2014-15",97.2,29918,3.3,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2020-21",95.3,20589,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2019-20",96.7,23087,100,"*",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2017-18",94.5,26896,99.6,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2018-19",95.7,25269,99.6,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2015-16",95.8,29049,2.7,"†",NA,"Stratified 2-Stage Cluster Sample",FALSE
"Varicella","2 Doses (unknown disease history)","States","New Mexico","2016-17",94.6,27119,4.5,NA,NA,"Stratified 2-Stage Cluster Sample",FALSE
"DTP, DTaP, or DT",NA,"States","Ohio","2022-23",89.4,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Ohio","2022-23",NA,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",TRUE
"MMR",NA,"States","Ohio","2022-23",89.3,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","UTD (unknown disease history)","States","Ohio","2022-23",88.8,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Polio",NA,"States","Ohio","2022-23",89.7,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Ohio","2022-23",3.8,134893,93.7,"||",5127,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Medical Exemption","States","Ohio","2022-23",0.2,134893,93.7,"||",275,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Ohio","2022-23",3.6,134893,93.7,"||",4852,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","2 Doses (unknown disease history)","States","Ohio","2022-23",88.8,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Hepatitis B",NA,"States","Ohio","2022-23",93,134893,93.7,NA,NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Massachusetts","2021-22",NA,65582,100,"*. ‡",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2009-10",NA,74476,100,"*",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Massachusetts","2020-21",NA,60724,100,"*.‡",NA,"Census",TRUE
"Varicella","1 Dose (unknown disease history)","States","Massachusetts","2019-20",NA,66756,100,"*.‡",NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2020-21",95.7,60724,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2021-22",96.1,65582,100,"*. ‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2018-19",97.1,65279,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2019-20",97.2,66756,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2017-18",96.4,63377,100,"*.‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Massachusetts","2009-10",98.6,74476,100,"*",NA,"Census",FALSE
"Varicella","UTD (unknown disease history)","States","Massachusetts","2023-24",95.7,65424,100,"*. ‡",NA,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2023-24",1.4,65424,100,"†",939,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2023-24",0.2,65424,100,"†",126,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2023-24",1.2,65424,100,"†",813,"Census",FALSE
"Polio",NA,"States","Massachusetts","2023-24",96.2,65424,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2023-24",97.3,65424,100,"*. ‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2023-24",95.7,65424,100,"*. ‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Massachusetts","2023-24",NA,65424,100,"*. ‡",NA,"Census",TRUE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2023-24",96,65424,100,"*. ‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2023-24",96.3,65424,100,"*. ‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2011-12",92.7,79551,97.5,NA,NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2012-13",93.6,79661,97.6,"‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2013-14",93.9,79894,97.9,"‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2014-15",94.1,74869,100,"*. ‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2015-16",95.8,72897,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2018-19",97.6,65279,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2019-20",98,66756,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2020-21",97.2,60724,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2021-22",97,65582,100,"*. ‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2009-10",92.9,74476,100,"*",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2011-12",93.3,79551,97.5,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2011-12",97.8,79551,97.5,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2012-13",97.8,79661,97.6,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2013-14",97.2,79894,97.9,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2017-18",97.3,63377,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2016-17",97.5,70109,100,"*.‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2014-15",96.9,74869,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2015-16",97.6,72897,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2018-19",96.5,65279,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2017-18",96,63377,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2020-21",95.4,60724,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2019-20",97,66756,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2016-17",95.7,70109,100,"*.‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Massachusetts","2021-22",95.7,65582,100,"*. ‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Massachusetts","2009-10",97.7,74476,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2016-17",96.1,70109,100,"*.‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2021-22",96.2,65582,100,"*. ‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2009-10",92.4,74476,100,"*",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2011-12",92.5,79551,97.5,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2012-13",93.1,79661,97.6,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2013-14",93,79894,97.9,"‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2018-19",96.9,65279,100,"*.‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2017-18",96.3,63377,100,"*.‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2020-21",95.9,60724,100,"*.‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2019-20",97.3,66756,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2016-17",96.1,70109,100,"*.‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2014-15",92.9,74869,100,"*. ‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Massachusetts","2015-16",94.9,72897,100,"*.‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2009-10",93,74476,100,"*",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2011-12",94.2,79551,97.5,NA,NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2012-13",94.8,79661,97.6,"‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2013-14",95.1,79894,97.9,"‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2014-15",94.7,74869,100,"*. ‡",NA,"Census",FALSE
"MMR",NA,"States","Massachusetts","2015-16",96.4,72897,100,"*.‡",NA,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2014-15",1.1,74869,NA,"†",803,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2013-14",1.1,79894,NA,"†",860,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2015-16",1,72897,NA,"†",760,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2012-13",1.1,79661,NA,"†",843,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2011-12",1,79551,NA,"†",742,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2009-10",0.7,74476,NA,"†",538,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2021-22",0.2,65582,100,"†",116,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2016-17",1,70109,NA,"†",702,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2019-20",1.1,66756,NA,"†",737,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2020-21",0.9,60724,100,"†",566,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2018-19",1.1,65279,NA,"†",749,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2017-18",1.1,63377,NA,"†",687,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Massachusetts","2021-22",0.9,65582,100,"†",572,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2009-10",1.1,74476,NA,"†",836,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2015-16",1.3,72897,NA,"†",976,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2014-15",1.4,74869,NA,"†",1064,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2013-14",1.5,79894,NA,"†",1192,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2012-13",1.5,79661,NA,"†",1216,"Census",FALSE
"Exemption","Any Exemption","States","Massachusetts","2011-12",1.4,79551,NA,"†",1067,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2020-21",0.2,60724,100,"†",127,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2018-19",0.3,65279,NA,"†",171,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2019-20",0.2,66756,NA,"†",153,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2017-18",0.3,63377,NA,NA,166,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2016-17",0.3,70109,NA,NA,191,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2015-16",0.3,72897,NA,NA,216,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2014-15",0.3,74869,NA,NA,261,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2013-14",0.4,79894,NA,NA,332,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2012-13",0.5,79661,NA,NA,373,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2011-12",0.4,79551,NA,NA,325,"Census",FALSE
"Exemption","Medical Exemption","States","Massachusetts","2009-10",0.4,74476,NA,NA,298,"Census",FALSE
"Polio",NA,"States","Massachusetts","2021-22",96,65582,100,"*. ‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2020-21",95.6,60724,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2012-13",94.2,79661,97.6,"‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2013-14",94.4,79894,97.9,"‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2014-15",95,74869,100,"*. ‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2015-16",96.7,72897,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2017-18",96.3,63377,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2016-17",96.6,70109,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2018-19",96.9,65279,100,"*.‡",NA,"Census",FALSE
"Polio",NA,"States","Massachusetts","2019-20",97.3,66756,100,"*.‡",NA,"Census",FALSE
"Exemption","Any Exemption","States","Oklahoma","2016-17",1.9,52184,NA,"‡‡",989,"Census",FALSE
"Exemption","Any Exemption","States","Oklahoma","2017-18",2.2,53898,NA,NA,1182,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Oklahoma","2021-22",3.5,54042,84.3,NA,1865,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Oklahoma","2018-19",2.6,54806,NA,NA,1434,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Oklahoma","2019-20",2.7,55348,NA,NA,1468,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Oklahoma","2020-21",2.4,52656,90,NA,1275,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Any Exemption","States","Oklahoma","2012-13",1.3,56943,NA,NA,738,"Census",FALSE
"Exemption","Any Exemption","States","Oklahoma","2013-14",1.5,57377,NA,NA,880,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Oklahoma","2014-15",1.5,56967,NA,NA,877,"Census",FALSE
"Exemption","Any Exemption","States","Oklahoma","2015-16",1.6,54335,NA,NA,895,"Census",FALSE
"Exemption","Any Exemption","States","Oklahoma","2011-12",1.1,52987,NA,NA,548,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2021-22",3.3,54042,84.3,NA,1779,"Vol. Response",FALSE
"Exemption","Any Exemption","States","Oklahoma","2009-10",1.1,51128,NA,NA,575,"Vol. Response",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2019-20",2.5,55348,NA,NA,1395,"Vol. Response",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2020-21",2.3,52656,90,NA,1188,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2017-18",1.8,53898,NA,NA,991,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2018-19",2.5,54806,NA,NA,1355,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2013-14",96.1,57377,71.3,NA,NA,"Vol. Response",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2012-13",90.2,56943,95.5,NA,NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2011-12",94.6,52987,90.9,"¶",NA,"Census",FALSE
"Exemption","Non-Medical Exemption","States","Oklahoma","2016-17",1.7,52184,NA,"‡‡",910,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2015-16",96.1,54335,96.1,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2014-15",90,56967,95.9,"‡",NA,"Census",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2009-10",97.3,51128,88.9,NA,NA,"Vol. Response",FALSE
"MMR",NA,"States","Oklahoma","2021-22",90.9,54042,84.3,"‡",NA,"Vol. Response",FALSE
"MMR",NA,"States","Oklahoma","2017-18",92.6,53898,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Oklahoma","2018-19",92.2,54806,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Oklahoma","2019-20",93,55348,85.6,"§",NA,"Vol. Response",FALSE
"MMR",NA,"States","Oklahoma","2020-21",90.5,52656,90,"‡.§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Oklahoma","2015-16",94.4,54335,96.1,"‡",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2014-15",NA,56967,95.9,"‡",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2013-14",NA,57377,71.3,NA,NA,"Vol. Response",TRUE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2012-13",NA,56943,95.5,NA,NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2011-12",NA,52987,90.9,"¶",NA,"Census",TRUE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2009-10",NA,51128,88.9,NA,NA,"Vol. Response",TRUE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2021-22",95.5,54042,84.3,"‡",NA,"Vol. Response",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2019-20",93.9,55348,85.6,"§",NA,"Vol. Response",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2018-19",92.7,54806,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2020-21",90.3,52656,90,"‡.§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2021-22",91.1,54042,84.3,"‡",NA,"Vol. Response",FALSE
"DTP, DTaP, or DT",NA,"States","Oklahoma","2017-18",93.9,53898,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2011-12",97.8,52987,90.9,"¶",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2019-20",96.9,55348,85.6,"§",NA,"Vol. Response",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2020-21",96.1,52656,90,"‡.§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2014-15",92.5,56967,95.9,"‡",NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2013-14",98,57377,71.3,NA,NA,"Vol. Response",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2012-13",92.8,56943,95.5,NA,NA,"Census",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2009-10",99.7,51128,88.9,NA,NA,"Vol. Response",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2018-19",95.8,54806,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"Varicella","1 Dose (unknown disease history)","States","Oklahoma","2017-18",96.8,53898,92.1,"§",NA,"Census (Pub.), Vol. Response (Pvt.)",FALSE
"MMR",NA,"States","Oklahoma","2012-13",90.5,56943,95.5,NA,NA,"Census",FALSE
"MMR",NA,"States","Oklahoma","2011-12",95,52987,90.9,"¶",NA,"Census",FALSE
"MMR",NA,"States","Oklahoma","2009-10",97.3,51128,88.9,NA,NA,"Vol. Response",FALSE
"MMR",NA,"States","Oklahoma","2014-15",90.3,56967,95.9,"‡",NA,"Census",FALSE
"MMR",NA,"States","Oklahoma","2013-14",96.4,57377,71.3,NA,NA,"Vol. Response",FALSE
"Hepatitis B",NA,"States","Oklahoma","2015-16",96.4,54335,96.1,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Oklahoma","2014-15",92.5,56967,95.9,"‡",NA,"Census",FALSE
"Hepatitis B",NA,"States","Oklahoma","2013-14",97.7,57377,71.3,NA,NA,"Vol. Response",FALSE
"Hepatitis B",NA,"States","Oklahoma","2012-13",92.7,56943,95.5,NA,NA,"Census",FALSE
"Hepatitis B",NA,"States","Oklahoma","2011-12",97.7,52987,90.9,"¶",NA,"Census",FALSE
"Varicella","2 Doses (unknown disease history)","States","Oklahoma","2019-20",NA,55348,85.6,"§",NA,"Vol. Response",TRUE
